File; Object; Format; Symmetry; Rows; Columns; NonzeroEntries; FieldType; MinValue; MaxValue; Coordinate_RIB; Coordinate_CIB; Coordinate_VB; Coordinate_Bytes; CSR_Bytes; SCSR_Bytes; SCSR+_Bytes
curtis54.mtx; Matrix; Coordinate; General; 54; 54; 291; Pattern; 1; 1; 2; 2; 2; 1746; 1274; 1274; 692
cz148.mtx; Matrix; Coordinate; General; 148; 148; 1527; Real; -100.488; 50; 2; 2; 4; 12216; 9460; 9460; 4879
cz308.mtx; Matrix; Coordinate; General; 308; 308; 3182; Real; -402.835; 200; 2; 2; 4; 25456; 19710; 19710; 10164
cz628.mtx; Matrix; Coordinate; General; 628; 628; 6346; Real; -1615.84; 800; 2; 2; 4; 50768; 39334; 39334; 26642
dc1.mtx; Matrix; Coordinate; General; 116835; 116835; 766396; Real; -98.3607; 56740.1; 4; 4; 4; 9196752; 6598512; 4933754; 3400962
dc2.mtx; Matrix; Coordinate; General; 116835; 116835; 766396; Real; -98.3607; 58106.6; 4; 4; 4; 9196752; 6598512; 4933754; 3400962
dc3.mtx; Matrix; Coordinate; General; 116835; 116835; 766396; Real; -98.3607; 62419; 4; 4; 4; 9196752; 6598512; 4933754; 3400962
delaunay_n16.mtx; Matrix; Coordinate; Symmetric; 65536; 65536; 196575; Pattern; 1; 1; 4; 4; 2; 3931500; 2621048; 1703694; 917394
delaunay_n17.mtx; Matrix; Coordinate; Symmetric; 131072; 131072; 393176; Pattern; 1; 1; 4; 4; 2; 7863520; 5242404; 3550538; 1977834
dendrimer.mtx; Matrix; Coordinate; Symmetric; 730; 730; 31877; Real; -0.373393; 0.669352; 2; 2; 4; 510032; 379606; 379606; 127510
denormal.mtx; Matrix; Coordinate; Symmetric; 89400; 89400; 622812; Real; -0.016; 0.04; 4; 4; 4; 14947488; 9607396; 7118540; 2493644
divorce.mtx; Matrix; Coordinate; General; 50; 9; 225; Pattern; 1; 1; 2; 2; 2; 1350; 1002; 1002; 552
DK01R.mtx; Matrix; Coordinate; General; 903; 903; 11766; Real; -8.67301e+06; 3.11611e+06; 2; 2; 4; 94128; 72404; 72404; 60638
dolphins.mtx; Matrix; Coordinate; Symmetric; 62; 62; 159; Pattern; 1; 1; 2; 2; 2; 1908; 1398; 1398; 762
Dubcova3.mtx; Matrix; Coordinate; Symmetric; 146689; 146689; 1891669; Real; -0.408248; 2.66667; 4; 4; 4; 45400056; 29679952; 22477066; 11567119
dw256A.mtx; Matrix; Coordinate; General; 512; 512; 2480; Real; -1.32359; 0.781538; 2; 2; 4; 19840; 15906; 15906; 5986
dw256B.mtx; Matrix; Coordinate; General; 512; 512; 2500; Real; -0.0141196; 0.945398; 2; 2; 4; 20000; 16026; 16026; 6026
dwa512.mtx; Matrix; Coordinate; General; 512; 512; 2480; Real; -1.32359; 0.781538; 2; 2; 4; 19840; 15906; 15906; 5986
dwb512.mtx; Matrix; Coordinate; General; 512; 512; 2500; Real; -0.0141196; 0.945398; 2; 2; 4; 20000; 16026; 16026; 6026
dwt_162.mtx; Matrix; Coordinate; Symmetric; 162; 162; 672; Pattern; 1; 1; 2; 2; 2; 8064; 5702; 5702; 3014
dwt_193.mtx; Matrix; Coordinate; Symmetric; 193; 193; 1843; Pattern; 1; 1; 2; 2; 2; 22116; 15132; 15132; 7760
dwt_198.mtx; Matrix; Coordinate; Symmetric; 198; 198; 795; Pattern; 1; 1; 2; 2; 2; 9540; 6758; 6758; 3578
dwt_209.mtx; Matrix; Coordinate; Symmetric; 209; 209; 976; Pattern; 1; 1; 2; 2; 2; 11712; 8228; 8228; 4324
dwt_221.mtx; Matrix; Coordinate; Symmetric; 221; 221; 925; Pattern; 1; 1; 2; 2; 2; 11100; 7844; 7844; 4144
dwt_234.mtx; Matrix; Coordinate; Symmetric; 234; 234; 534; Pattern; 1; 1; 2; 2; 2; 6408; 4742; 4742; 2606
dwt_245.mtx; Matrix; Coordinate; Symmetric; 245; 245; 853; Pattern; 1; 1; 2; 2; 2; 10236; 7316; 7316; 3904
dwt_307.mtx; Matrix; Coordinate; Symmetric; 307; 307; 1415; Pattern; 1; 1; 2; 2; 2; 16980; 11936; 11936; 6276
dwt_310.mtx; Matrix; Coordinate; Symmetric; 310; 310; 1379; Pattern; 1; 1; 2; 2; 2; 16548; 11654; 11654; 6138
dwt_346.mtx; Matrix; Coordinate; Symmetric; 346; 346; 1786; Pattern; 1; 1; 2; 2; 2; 21432; 14982; 14982; 7838
dwt_361.mtx; Matrix; Coordinate; Symmetric; 361; 361; 1657; Pattern; 1; 1; 2; 2; 2; 19884; 13980; 13980; 7352
dwt_419.mtx; Matrix; Coordinate; Symmetric; 419; 419; 1991; Pattern; 1; 1; 2; 2; 2; 23892; 16768; 16768; 8804
dwt_492.mtx; Matrix; Coordinate; Symmetric; 492; 492; 1824; Pattern; 1; 1; 2; 2; 2; 21888; 15578; 15578; 8282
dwt_503.mtx; Matrix; Coordinate; Symmetric; 503; 503; 3265; Pattern; 1; 1; 2; 2; 2; 39180; 27128; 27128; 14068
dwt_512.mtx; Matrix; Coordinate; Symmetric; 512; 512; 2007; Pattern; 1; 1; 2; 2; 2; 24084; 17082; 17082; 9054
dwt_59.mtx; Matrix; Coordinate; Symmetric; 59; 59; 163; Pattern; 1; 1; 2; 2; 2; 1956; 1424; 1424; 772
dwt_592.mtx; Matrix; Coordinate; Symmetric; 592; 592; 2848; Pattern; 1; 1; 2; 2; 2; 34176; 23970; 23970; 12578
dwt_607.mtx; Matrix; Coordinate; Symmetric; 607; 607; 2869; Pattern; 1; 1; 2; 2; 2; 34428; 24168; 24168; 12692
dwt_66.mtx; Matrix; Coordinate; Symmetric; 66; 66; 193; Pattern; 1; 1; 2; 2; 2; 2316; 1678; 1678; 906
dwt_72.mtx; Matrix; Coordinate; Symmetric; 72; 72; 147; Pattern; 1; 1; 2; 2; 2; 1764; 1322; 1322; 734
dwt_758.mtx; Matrix; Coordinate; Symmetric; 758; 758; 3376; Pattern; 1; 1; 2; 2; 2; 40512; 28526; 28526; 15022
dwt_869.mtx; Matrix; Coordinate; Symmetric; 869; 869; 4077; Pattern; 1; 1; 2; 2; 2; 48924; 34356; 34356; 18048
dwt_87.mtx; Matrix; Coordinate; Symmetric; 87; 87; 314; Pattern; 1; 1; 2; 2; 2; 3768; 2688; 2688; 1432
dwt_878.mtx; Matrix; Coordinate; Symmetric; 878; 878; 4163; Pattern; 1; 1; 2; 2; 2; 49956; 35062; 35062; 18410
dwt_918.mtx; Matrix; Coordinate; Symmetric; 918; 918; 4151; Pattern; 1; 1; 2; 2; 2; 49812; 35046; 35046; 18442
dwt_992.mtx; Matrix; Coordinate; Symmetric; 992; 992; 8868; Pattern; 1; 1; 2; 2; 2; 106416; 72930; 72930; 37458
dynamicSoaringProblem_1.mtx; Matrix; Coordinate; Symmetric; 647; 647; 2865; Real; -100; 237.143; 2; 2; 4; 45840; 33498; 33498; 17397
D_10.mtx; Matrix; Coordinate; General; 460; 816; 7614; Integer; -48; 24; 2; 2; 4; 60912; 46604; 46604; 23762
D_11.mtx; Matrix; Coordinate; General; 169; 461; 2952; Integer; -6; 6; 2; 2; 4; 23616; 18052; 18052; 9196
D_5.mtx; Matrix; Coordinate; General; 434; 115; 1832; Integer; -6; 18; 2; 2; 4; 14656; 11854; 11854; 6358
D_6.mtx; Matrix; Coordinate; General; 970; 435; 6491; Integer; -18; 64; 2; 2; 4; 51928; 40882; 40882; 21409
d_dyn.mtx; Matrix; Coordinate; General; 87; 87; 238; Real; -79.6894; 79.6894; 2; 2; 4; 1904; 1604; 1604; 890
d_dyn1.mtx; Matrix; Coordinate; General; 87; 87; 238; Real; -25200; 25200; 2; 2; 4; 1904; 1604; 1604; 1128
d_ss.mtx; Matrix; Coordinate; General; 53; 53; 149; Real; -25200; 25200; 2; 2; 4; 1192; 1002; 1002; 704
engine.mtx; Matrix; Coordinate; Symmetric; 143571; 143571; 2424822; Integer; 8; 8; 4; 4; 4; 58195728; 38222872; 28894736; 14776517
enron.mtx; Matrix; Coordinate; General; 69244; 69244; 276143; Pattern; 1; 1; 4; 4; 2; 2761430; 1727138; 1140034; 587748
epb3.mtx; Matrix; Coordinate; General; 84617; 84617; 463625; Real; -0.344297; 0.435282; 4; 4; 4; 5563500; 4047472; 2951284; 1096784
Erdos971.mtx; Matrix; Coordinate; Symmetric; 472; 472; 1314; Pattern; 1; 1; 2; 2; 2; 15768; 11380; 11380; 6124
Erdos981.mtx; Matrix; Coordinate; Symmetric; 485; 485; 1381; Pattern; 1; 1; 2; 2; 2; 16572; 11940; 11940; 6416
Erdos991.mtx; Matrix; Coordinate; Symmetric; 492; 492; 1417; Pattern; 1; 1; 2; 2; 2; 17004; 12246; 12246; 6578
ex1.mtx; Matrix; Coordinate; Symmetric; 560; 560; 4368; Pattern; 1; 1; 2; 2; 2; 52416; 36066; 36066; 18594
ex2.mtx; Matrix; Coordinate; Symmetric; 560; 560; 4368; Pattern; 1; 1; 2; 2; 2; 52416; 36066; 36066; 18594
ex21.mtx; Matrix; Coordinate; General; 656; 656; 19144; Real; -0.0324326; 0.478009; 2; 2; 4; 153152; 116178; 116178; 39602
ex22.mtx; Matrix; Coordinate; General; 839; 839; 22715; Real; -3.87512; 7.80955; 2; 2; 4; 181720; 137970; 137970; 69825
ex25.mtx; Matrix; Coordinate; General; 848; 848; 24612; Real; -0.173755; 0.351872; 2; 2; 4; 196896; 149370; 149370; 50922
ex27.mtx; Matrix; Coordinate; General; 974; 974; 40782; Real; -0.0706368; 0.156271; 2; 2; 4; 326256; 246642; 246642; 83514
ex5.mtx; Matrix; Coordinate; Symmetric; 27; 27; 153; Real; -1.18519e+06; 2.37038e+06; 2; 2; 4; 2448; 1730; 1730; 1451
F2.mtx; Matrix; Coordinate; Symmetric; 71505; 71505; 2682895; Real; -3.01713e+06; 5.53597e+06; 4; 4; 4; 64389480; 42640304; 31987074; 26692789
farm.mtx; Matrix; Coordinate; General; 7; 17; 41; Integer; 1; 250; 2; 2; 4; 328; 262; 262; 139
FEM_3D_thermal2.mtx; Matrix; Coordinate; General; 147900; 147900; 3489300; Real; -0.10315; 0.291773; 4; 4; 4; 41871600; 28506004; 21244184; 7286984
fe_ocean.mtx; Matrix; Coordinate; Symmetric; 143437; 143437; 409593; Pattern; 1; 1; 4; 4; 2; 8191860; 5488868; 3617096; 1978724
fe_rotor.mtx; Matrix; Coordinate; Symmetric; 99617; 99617; 662431; Pattern; 1; 1; 4; 4; 2; 13248620; 8347644; 5592614; 2942890
fe_tooth.mtx; Matrix; Coordinate; Symmetric; 78136; 78136; 452591; Pattern; 1; 1; 4; 4; 2; 9051820; 5743640; 3876278; 2065914
filter3D.mtx; Matrix; Coordinate; Symmetric; 106437; 106437; 1406808; Real; -0.00710824; 0.0042906; 4; 4; 4; 33763392; 22083184; 16460930; 5632214
finan512.mtx; Matrix; Coordinate; Symmetric; 74752; 74752; 335872; Real; -0.999999; 26.9352; 4; 4; 4; 8060928; 5074948; 3764596; 1973620
flower_4_1.mtx; Matrix; Coordinate; General; 121; 129; 386; Pattern; 1; 1; 2; 2; 2; 2316; 1788; 1788; 1016
flower_5_1.mtx; Matrix; Coordinate; General; 211; 201; 602; Pattern; 1; 1; 2; 2; 2; 3612; 2832; 2832; 1628
flower_7_1.mtx; Matrix; Coordinate; General; 463; 393; 1178; Pattern; 1; 1; 2; 2; 2; 7068; 5640; 5640; 3284
flower_8_1.mtx; Matrix; Coordinate; General; 625; 513; 1538; Pattern; 1; 1; 2; 2; 2; 9228; 7404; 7404; 4328
football.mtx; Matrix; Coordinate; General; 35; 35; 118; Integer; 1; 12; 2; 2; 4; 944; 762; 762; 408
ford2.mtx; Matrix; Coordinate; Symmetric; 100196; 100196; 322442; Pattern; 1; 1; 4; 4; 2; 6448840; 4270092; 2826658; 1536890
freeFlyingRobot_1.mtx; Matrix; Coordinate; Symmetric; 798; 798; 2861; Real; -9.81526e+08; 3.65596e+12; 2; 2; 4; 45776; 33074; 33074; 33074
fs_183_1.mtx; Matrix; Coordinate; General; 183; 183; 1069; Real; -7.65e+08; 8.22724e+08; 2; 2; 4; 8552; 6782; 6782; 6782
fs_183_3.mtx; Matrix; Coordinate; General; 183; 183; 1069; Real; -7.65e+08; 8.45851e+08; 2; 2; 4; 8552; 6782; 6782; 6782
fs_183_4.mtx; Matrix; Coordinate; General; 183; 183; 1069; Real; -7.65e+08; 8.15706e+08; 2; 2; 4; 8552; 6782; 6782; 6782
fs_183_6.mtx; Matrix; Coordinate; General; 183; 183; 1069; Real; -7.65e+08; 8.73139e+08; 2; 2; 4; 8552; 6782; 6782; 6782
fs_541_1.mtx; Matrix; Coordinate; General; 541; 541; 4285; Real; -31.3099; 31.3089; 2; 2; 4; 34280; 26794; 26794; 13939
fs_541_2.mtx; Matrix; Coordinate; General; 541; 541; 4285; Real; -794379; 794353; 2; 2; 4; 34280; 26794; 26794; 22509
fs_541_3.mtx; Matrix; Coordinate; General; 541; 541; 4285; Real; -5.99826e+06; 5.99826e+06; 2; 2; 4; 34280; 26794; 26794; 22509
fs_541_4.mtx; Matrix; Coordinate; General; 541; 541; 4285; Real; -798774; 798777; 2; 2; 4; 34280; 26794; 26794; 22509
fs_680_1.mtx; Matrix; Coordinate; General; 680; 680; 2646; Real; -4.83016e+13; 4.83096e+13; 2; 2; 4; 21168; 17238; 17238; 17238
fs_680_2.mtx; Matrix; Coordinate; General; 680; 680; 2646; Real; -4.83016e+13; 4.83023e+13; 2; 2; 4; 21168; 17238; 17238; 17238
fs_680_3.mtx; Matrix; Coordinate; General; 680; 680; 2646; Real; -4.83016e+13; 4.83016e+13; 2; 2; 4; 21168; 17238; 17238; 17238
fs_760_1.mtx; Matrix; Coordinate; General; 760; 760; 5976; Real; -2.1905e+08; 2.1916e+08; 2; 2; 4; 47808; 37378; 37378; 37378
fs_760_2.mtx; Matrix; Coordinate; General; 760; 760; 5976; Real; -2.1905e+08; 2.19056e+08; 2; 2; 4; 47808; 37378; 37378; 37378
fs_760_3.mtx; Matrix; Coordinate; General; 760; 760; 5976; Real; -2.1905e+08; 2.19056e+08; 2; 2; 4; 47808; 37378; 37378; 37378
G1.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Pattern; 1; 1; 2; 2; 2; 230112; 155010; 155010; 78306
G10.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Integer; -1; 1; 2; 2; 4; 306816; 231714; 231714; 78306
G11.mtx; Matrix; Coordinate; Symmetric; 800; 800; 1600; Integer; -1; 1; 2; 2; 4; 25600; 20802; 20802; 8002
G12.mtx; Matrix; Coordinate; Symmetric; 800; 800; 1600; Integer; -1; 1; 2; 2; 4; 25600; 20802; 20802; 8002
G13.mtx; Matrix; Coordinate; Symmetric; 800; 800; 1600; Integer; -1; 1; 2; 2; 4; 25600; 20802; 20802; 8002
G14.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4694; Pattern; 1; 1; 2; 2; 2; 56328; 39154; 39154; 20378
G15.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4661; Pattern; 1; 1; 2; 2; 2; 55932; 38890; 38890; 20246
G16.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4672; Pattern; 1; 1; 2; 2; 2; 56064; 38978; 38978; 20290
G17.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4667; Pattern; 1; 1; 2; 2; 2; 56004; 38938; 38938; 20270
G18.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4694; Integer; -1; 1; 2; 2; 4; 75104; 57930; 57930; 20378
G19.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4661; Integer; -1; 1; 2; 2; 4; 74576; 57534; 57534; 20246
G2.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Pattern; 1; 1; 2; 2; 2; 230112; 155010; 155010; 78306
G20.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4672; Integer; -1; 1; 2; 2; 4; 74752; 57666; 57666; 20290
G21.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4667; Integer; -1; 1; 2; 2; 4; 74672; 57606; 57606; 20270
G2_circuit.mtx; Matrix; Coordinate; Symmetric; 150102; 150102; 438388; Real; -1176.47; 22247.6; 4; 4; 4; 10521312; 6413804; 4716948; 3263600
G3.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Pattern; 1; 1; 2; 2; 2; 230112; 155010; 155010; 78306
G4.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Pattern; 1; 1; 2; 2; 2; 230112; 155010; 155010; 78306
G43.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 9990; Pattern; 1; 1; 2; 2; 2; 119880; 81922; 81922; 41962
G44.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 9990; Pattern; 1; 1; 2; 2; 2; 119880; 81922; 81922; 41962
G45.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 9990; Pattern; 1; 1; 2; 2; 2; 119880; 81922; 81922; 41962
G46.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 9990; Pattern; 1; 1; 2; 2; 2; 119880; 81922; 81922; 41962
G47.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 9990; Pattern; 1; 1; 2; 2; 2; 119880; 81922; 81922; 41962
G5.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Pattern; 1; 1; 2; 2; 2; 230112; 155010; 155010; 78306
G51.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 5909; Pattern; 1; 1; 2; 2; 2; 70908; 49274; 49274; 25638
G52.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 5916; Pattern; 1; 1; 2; 2; 2; 70992; 49330; 49330; 25666
G53.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 5914; Pattern; 1; 1; 2; 2; 2; 70968; 49314; 49314; 25658
G54.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 5916; Pattern; 1; 1; 2; 2; 2; 70992; 49330; 49330; 25666
G6.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Integer; -1; 1; 2; 2; 4; 306816; 231714; 231714; 78306
G7.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Integer; -1; 1; 2; 2; 4; 306816; 231714; 231714; 78306
G8.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Integer; -1; 1; 2; 2; 4; 306816; 231714; 231714; 78306
G9.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Integer; -1; 1; 2; 2; 4; 306816; 231714; 231714; 78306
Ga10As10H30.mtx; Matrix; Coordinate; Symmetric; 113081; 113081; 3114357; Real; -87.1646; 116.385; 4; 4; 4; 74744568; 49377392; 36986184; 18639285
Ga19As19H42.mtx; Matrix; Coordinate; Symmetric; 133123; 133123; 4508981; Real; -87.6201; 116.381; 4; 4; 4; 108215544; 71611208; 53663704; 27009187
gams10a.mtx; Matrix; Coordinate; General; 114; 171; 407; Real; -1; 1; 2; 2; 4; 3256; 2672; 2672; 1044
gams10am.mtx; Matrix; Coordinate; General; 114; 171; 407; Real; -1; 1; 2; 2; 4; 3256; 2672; 2672; 1044
gams30a.mtx; Matrix; Coordinate; General; 354; 531; 1287; Real; -1; 1; 2; 2; 4; 10296; 8432; 8432; 3284
gams30am.mtx; Matrix; Coordinate; General; 354; 531; 1287; Real; -1; 1; 2; 2; 4; 10296; 8432; 8432; 3284
gas11.mtx; Matrix; Coordinate; General; 459; 862; 2166; Real; -264.71; 252; 2; 2; 4; 17328; 13916; 13916; 7418
gas_sensor.mtx; Matrix; Coordinate; Symmetric; 66917; 66917; 885141; Real; -6.10417; 4.47638; 4; 4; 4; 21243384; 13894592; 10358130; 5248035
GD00_a.mtx; Matrix; Coordinate; General; 352; 352; 458; Pattern; 1; 1; 2; 2; 2; 2748; 2388; 2388; 1472
GD00_c.mtx; Matrix; Coordinate; General; 638; 638; 1041; Integer; 1; 5; 2; 2; 4; 8328; 7106; 7106; 3983
GD01_a.mtx; Matrix; Coordinate; General; 311; 311; 645; Integer; 1; 3; 2; 2; 4; 5160; 4266; 4266; 2331
GD01_Acap.mtx; Matrix; Coordinate; General; 953; 953; 645; Integer; 1; 3; 2; 2; 4; 5160; 4266; 4266; 2331
GD01_b.mtx; Matrix; Coordinate; General; 18; 18; 37; Pattern; 1; 1; 2; 2; 2; 222; 186; 186; 112
GD01_c.mtx; Matrix; Coordinate; General; 33; 33; 135; Integer; 1; 2; 2; 2; 4; 1080; 872; 872; 467
GD02_a.mtx; Matrix; Coordinate; General; 23; 23; 87; Pattern; 1; 1; 2; 2; 2; 522; 394; 394; 220
GD02_b.mtx; Matrix; Coordinate; General; 80; 80; 232; Pattern; 1; 1; 2; 2; 2; 1392; 1086; 1086; 622
GD06_theory.mtx; Matrix; Coordinate; Symmetric; 101; 101; 190; Pattern; 1; 1; 2; 2; 2; 2280; 1724; 1724; 964
GD95_a.mtx; Matrix; Coordinate; General; 36; 36; 57; Pattern; 1; 1; 2; 2; 2; 342; 298; 298; 184
GD95_b.mtx; Matrix; Coordinate; General; 73; 73; 96; Pattern; 1; 1; 2; 2; 2; 576; 466; 466; 274
GD95_c.mtx; Matrix; Coordinate; General; 62; 62; 287; Pattern; 1; 1; 2; 2; 2; 1722; 1274; 1274; 700
GD96_b.mtx; Matrix; Coordinate; General; 111; 111; 193; Pattern; 1; 1; 2; 2; 2; 1158; 958; 958; 572
GD96_c.mtx; Matrix; Coordinate; Symmetric; 65; 65; 125; Pattern; 1; 1; 2; 2; 2; 1500; 1132; 1132; 632
GD96_d.mtx; Matrix; Coordinate; General; 180; 180; 229; Pattern; 1; 1; 2; 2; 2; 1374; 1144; 1144; 686
GD97_a.mtx; Matrix; Coordinate; Symmetric; 84; 84; 166; Pattern; 1; 1; 2; 2; 2; 1992; 1498; 1498; 834
GD97_b.mtx; Matrix; Coordinate; Symmetric; 47; 47; 132; Real; 0.01; 1356.59; 2; 2; 4; 2112; 1678; 1678; 1150
GD97_c.mtx; Matrix; Coordinate; General; 452; 452; 460; Integer; 1; 17; 2; 2; 4; 3680; 2890; 2890; 1510
GD98_a.mtx; Matrix; Coordinate; General; 38; 38; 50; Pattern; 1; 1; 2; 2; 2; 300; 234; 234; 134
GD98_b.mtx; Matrix; Coordinate; General; 121; 121; 207; Pattern; 1; 1; 2; 2; 2; 1242; 1072; 1072; 658
GD98_c.mtx; Matrix; Coordinate; Symmetric; 112; 112; 168; Pattern; 1; 1; 2; 2; 2; 2016; 1570; 1570; 898
GD99_b.mtx; Matrix; Coordinate; Symmetric; 64; 64; 127; Integer; 1; 2; 2; 2; 4; 2032; 1642; 1642; 886
GD99_c.mtx; Matrix; Coordinate; General; 105; 105; 149; Pattern; 1; 1; 2; 2; 2; 894; 732; 732; 434
Ge87H76.mtx; Matrix; Coordinate; Symmetric; 112985; 112985; 4002590; Real; -2.73784; 13.981; 4; 4; 4; 96062160; 63589504; 47645146; 23968561
gearbox.mtx; Matrix; Coordinate; Symmetric; 153746; 153746; 4617075; Pattern; 1; 1; 4; 4; 2; 92341500; 56019888; 37249590; 18781290
gent113.mtx; Matrix; Coordinate; General; 113; 113; 655; Pattern; 1; 1; 2; 2; 2; 3930; 2848; 2848; 1538
GL6_D_10.mtx; Matrix; Coordinate; General; 163; 341; 2053; Integer; -8; 8; 2; 2; 4; 16424; 12644; 12644; 6485
GL6_D_6.mtx; Matrix; Coordinate; General; 469; 201; 2526; Integer; -16; 64; 2; 2; 4; 20208; 16088; 16088; 8510
GL6_D_7.mtx; Matrix; Coordinate; General; 636; 470; 5378; Integer; -40; 15; 2; 2; 4; 43024; 33542; 33542; 17408
GL6_D_8.mtx; Matrix; Coordinate; General; 544; 637; 6153; Integer; -12; 15; 2; 2; 4; 49224; 38004; 38004; 19545
GL6_D_9.mtx; Matrix; Coordinate; General; 340; 545; 4349; Integer; -7; 8; 2; 2; 4; 34792; 26774; 26774; 13727
GL7d10.mtx; Matrix; Coordinate; General; 1; 60; 8; Integer; -1; 6; 2; 2; 4; 64; 52; 52; 28
GlossGT.mtx; Matrix; Coordinate; General; 72; 72; 122; Pattern; 1; 1; 2; 2; 2; 732; 610; 610; 366
goddardRocketProblem_1.mtx; Matrix; Coordinate; Symmetric; 831; 831; 4457; Real; -37707.8; 1.72128e+09; 2; 2; 4; 71312; 52652; 52652; 52652
goddardRocketProblem_2.mtx; Matrix; Coordinate; Symmetric; 867; 867; 4746; Real; -234.975; 203.519; 2; 2; 4; 75936; 56084; 56084; 28910
Goodwin_095.mtx; Matrix; Coordinate; General; 100037; 100037; 3226066; Real; -0.266667; 1; 4; 4; 4; 38712792; 26208680; 19559374; 6655110
gre_115.mtx; Matrix; Coordinate; General; 115; 115; 421; Real; 5.96046e-08; 0.952381; 2; 2; 4; 3368; 2758; 2758; 1074
gre_185.mtx; Matrix; Coordinate; General; 185; 185; 1005; Real; 0; 0.9351; 2; 2; 4; 8040; 6402; 6402; 2382
gre_216a.mtx; Matrix; Coordinate; General; 216; 216; 876; Real; 0; 0.75; 2; 2; 4; 7008; 5690; 5690; 2186
